ID,Name,Country,Events_2025,Total_Heats,Tours
10409,June Del Campo,Basque Country,5,6,"WJUN, WQS"
3450,June Erostaber,Basque Country,0,0,
4455,June Erostarbe,Spain,3,4,WJUN
2225,Kai Garcia,Canary Islands,1,1,MQS
13927,Kai Odriozola,Spain,11,28,"MQS, MJUN, MCS"
748,Karlos Gomez,Basque Country,1,1,MQS
16086,Kenia Carril,Spain,3,6,"WJUN, WQS"
17104,Kenjiro Erostarbe,Spain,3,6,MJUN
14358,Keoni Lasa,Basque Country,11,23,"MQS, MJUN, MCS"
638,Kepa Acero,Basque Country,0,0,
9939,Kike Suarez,Spain,4,6,"MQS, MJUN"
7148,Kodiak Semsch,Basque Country,1,1,MBWT
2671,Kosme Fernandez,Basque Country,1,1,MQS
2209,Ladislaus Ruedegger,Spain,0,0,
16876,Laine Fernandez Goenaga,Basque Country,2,3,WJUN
18502,Laine Goenaga,Spain,0,0,
3772,Lander Davila,Basque Country,6,16,"MQS, MJUN"
20503,Lara Sastre,Spain,0,0,
9485,Laura Coviella,Canary Islands,10,13,"WJUN, WQS"
10991,Laura De Los Reyes,Canary Islands,2,3,"WJUN, WQS"
17162,Layla García,Spain,0,0,
5462,Lazi Ruedegger,Canary Islands,0,0,
1873,Leandro Gomez,Canary Islands,0,0,
8953,Leire Fuente,Spain,4,7,WJUN
2219,Lenny Perdomo,Canary Islands,1,1,MQS
5465,Lenny Perdomo,Canary Islands,0,0,
5466,Leny Perdomo,Spain,0,0,
13219,Leon Agurruza,Canary Islands,4,4,"MQS, MJUN"
9102,Leonardo Zambrano Sabates,Spain,4,5,"MQS, MJUN"
684,Leticia Canales Bilbao,Basque Country,14,29,"MQS, WJUN, WCS, WQS"
2875,Lewis Leadbetter,Canary Islands,2,3,"MQS, MJUN"
14464,Liam Dunkerbeck,Spain,2,4,"MQS, MJUN"
14653,Liber Gesalaga,Basque Country,1,1,MQS
685,Loiola Canales Bilbao,Basque Country,8,12,"WJUN, WQS"
16069,Lola Bermudez,Spain,3,3,"WLT, WQS, WJUN"
16075,Lola Bermudez De Castro,Spain,0,0,
16076,Lola Bermudez De Castro Castro,Spain,0,0,
19551,Lola Melendrez,Spain,1,1,WQS
2034,Lore Eizagirre,Basque Country,2,2,WQS
20400,Luana Díaz De Uzquiano,Spain,0,0,
961,Luca Diaz,Canary Islands,0,0,
2222,Luca Dioguardi,Canary Islands,5,5,"MQS, MJUN"
9186,Lucas Buatois Figueroa,Spain,2,3,MJUN
14698,Lucas Chico,Spain,1,1,MJUN
7626,Lucas Figueroa,Spain,1,1,MJUN
752,Lucas Garcia,Spain,0,0,
15655,Lucas González,Spain,0,0,
14549,Lucas Mir,Spain,1,1,MJUN
13946,Lucas Mir Alférez,Spain,1,1,MJUN
10952,Lucia Machado,Canary Islands,4,6,"WJUN, WQS"
16071,Lucía Martínez Bermúdez,Spain,1,1,WJUN
2702,Lucia Martino,Spain,7,12,"MQS, WJUN, WCS, WQS"
13923,Lucia Rodriguez Sosa,Canary Islands,1,1,WJUN
2204,Luciano Casillas Dorta,Canary Islands,0,0,
13693,Luciano Casillas Dorta,Canary Islands,0,0,
4268,Luis Ansin,Spain,3,3,"MQS, MJUN"
16048,Luis Cuervo,Spain,3,3,MJUN
3761,Luis Diaz,Canary Islands,3,7,MQS
10543,Luis Diaz Urrejola,Canary Islands,0,0,
15994,Luis Ferro Cuervo,Spain,0,0,
963,Luis Hernandez,Spain,0,0,
965,Luis Rodriguez,Spain,1,1,MQS
3332,Luis Urejola,Spain,1,1,MQS
16155,Luisin Ferro,Spain,0,0,
3756,Maddi Aizpurua,Basque Country,8,10,"MQS, MJUN, WJUN, WQS"
7560,Mailys Cantrelle,Canary Islands,5,6,WJUN
16977,Makoa Gómez,Spain,1,1,MJUN
3329,Mandy Sanz,Canary Islands,1,1,MQS
2647,Manex Manex,Basque Country,3,2,MJUN
1605,Manex Ortegui,Basque Country,0,0,
13698,Manex Otegui,Spain,0,0,
8491,Manuel Blanco Rios,Spain,0,0,
13968,Manuel Fernandez Lopez,Spain,2,3,"MQS, MJUN"
7494,Manuel GarcÃ­a,Spain,1,1,MQS
7567,Manuel Garcia,Spain,1,0,MQS
13699,Manuel Lezcano,Spain,0,0,
1859,Manuel Lezcano,Canary Islands,0,0,
2205,Manuel Lezcano Cruz,Canary Islands,1,1,MQS
3455,Manuel Rios Blanco,Spain,0,0,
3330,Manuel Sayabera Mir,Canary Islands,1,1,MQS
15004,Manuel Damian Moro Ceballos,Spain,0,0,
18703,Mar Regueira Labandeira,Spain,1,1,WJUN
7291,Maravillas Rey,Spain,2,2,WJUN
9321,Marcela Machado,Canary Islands,3,7,"WJUN, WQS"
2664,Marcelino Botin,Spain,1,1,MQS
13827,Marco León,Canary Islands,1,1,MQS
15680,Marco Marin,Spain,3,3,"MQS, MJUN"
13342,Marco Medina,Spain,3,6,"MQS, MJUN"
3452,Marcos Alonso,Spain,0,0,
19445,Marcos Baroja Basilio,Spain,0,0,
1876,Marcos Imbernon,Canary Islands,0,0,
607,Marcos Segundo,Basque Country,0,0,
13292,Maren Del Campo,Basque Country,5,6,"WJUN, WQS"
13336,Maria De La Pena,Spain,3,5,WJUN
16008,Maria De La PeÑa,Spain,0,0,
19131,Maria Lafuente,Spain,1,1,WLT
3601,Maria Ortiz Estevez,Spain,1,0,WQS
17388,Maria Riera,Spain,2,2,WQS
7531,Maria Elena Gregersen- Diaz,Spain,1,1,WJUN
4720,Marina Lopez,Spain,1,0,WJUN
743,Mario Azurza,Basque Country,1,1,MQS
2228,Mario Gonzalez Cancela,Canary Islands,1,2,MQS
12599,Mario Rasines,Spain,3,6,"MQS, MJUN"
2699,Markel Ezenarro,Basque Country,0,0,
13962,Markel Vizcarguenaga,Basque Country,5,11,"MQS, MJUN"
10491,Marko Marceta,Spain,0,0,
4284,Martin Cortijo Gonzalez,Spain,5,9,"MQS, MJUN"
15936,Martín Fernandez,Spain,1,1,MJUN
15937,Martín Fernández,Spain,0,0,
15938,Martín Fernández González,Spain,0,0,
15939,Martin Gonzales,Spain,0,0,
15940,Martín González,Spain,0,0,
4269,Martin Gonzalez,Spain,0,0,
14857,Martin Moina,Basque Country,2,2,"MQS, MJUN"
13981,Martina Alvarez,Spain,1,1,WJUN
15601,Martina Escobar,Spain,2,3,WJUN
17206,Martina Escobar,Spain,0,0,
15934,Martínez Samuel,Spain,2,0,"MQS, MJUN"
19249,Mateo Lema Villar,Spain,1,1,MLT
19126,Mateo Vazquez,Spain,1,1,MJUN
19229,Mateo Villar,Spain,0,0,
13117,Matias Rodriguez,Canary Islands,1,3,MQS
14081,Melania Diaz,Canary Islands,0,0,
7438,Melania Suarez Diaz,Canary Islands,9,17,"WJUN, WQS"
4474,Melodie Bohny Traynor,Spain,1,1,WJUN
4454,Michelle Beach,Basque Country,3,4,WJUN
3765,Miguel Betegon,Spain,4,7,MJUN
7345,Miguel Castrillon,Spain,6,9,"MQS, MJUN"
6559,Miguel Gomez,Spain,0,0,
16077,Miguel Marrero,Canary Islands,0,0,
14572,Miguel Marrero Dominguez,Spain,1,1,MJUN
2877,Miguel Perez-Moneo,Spain,3,4,"MQS, MJUN"
3331,Miguel Villalba,Spain,3,3,"MQS, MJUN"
5520,Miguel Villalba,Canary Islands,0,0,
2655,Mikel Elizalde,Basque Country,1,1,MQS
5523,Mikel Lemes,Canary Islands,0,0,
2857,Mikel Zamakona,Basque Country,0,0,
13719,Mikel Zamakona,Basque Country,0,0,
10100,Mikele Beato,Basque Country,1,1,WJUN
