surfer_id,surfer_name,year,event_name,location,country,tour_type,wave_type,final_position,points_earned
18855,Alex Hontoria,2008,Nias Pro,Event resultsMen's Qualifying Series2024/20252023/2024,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2008,Nias Pro,Unknown,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2000,Nias Pro,Event resultsMen's Qualifying Series2024/20252023/2024,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2000,Nias Pro,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2025,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2025,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2024,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2024,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2023,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2023,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2022,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2022,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2021,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2021,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2020,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2020,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2019,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2019,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2018,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2018,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2017,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2017,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2016,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2016,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2015,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2015,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2014,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2014,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2013,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2013,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2012,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2012,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2011,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2011,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2010,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2010,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2009,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2009,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2008,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2008,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2000,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2000,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
